,year_film,year_ceremony,ceremony,category,name,film,winner,rating,genre,sentiment,subjectivity,average_likes,average_retweets,film_count,nominee_count
14,1927,1928,1,DIRECTING (Dramatic Picture),Herbert Brenon,Sorrell and Son,False,,drama,0.095,0.0811111111111111,0.0,0.0,1,1
15,1927,1928,1,DIRECTING (Dramatic Picture),King Vidor,The Crowd,False,4.08,drama,-0.08187962962962964,0.3097407407407408,5.1,1.2000000000000002,2,5
16,1927,1928,1,ENGINEERING EFFECTS,Ralph Hammeras,,False,,,,,,,310,1
17,1927,1928,1,ENGINEERING EFFECTS,Roy Pomeroy,Wings,True,3.68,romance,0.2200189393939394,0.2823409090909091,1.5,0.2,2,1
18,1927,1928,1,ENGINEERING EFFECTS,Nugent Slaughter,,False,,,,,,,310,1
19,1927,1928,1,OUTSTANDING PICTURE,The Caddo Company,The Racket,False,3.00,crime,0.3262857142857143,0.27419727891156465,2.5,0.4,1,2
20,1927,1928,1,OUTSTANDING PICTURE,Fox,7th Heaven,False,3.68,romance,0.3122619047619048,0.2974523809523809,7.9,0.7,5,7
21,1927,1928,1,OUTSTANDING PICTURE,Paramount Famous Lasky,Wings,True,3.68,romance,0.2200189393939394,0.2823409090909091,1.5,0.2,2,4
22,1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Fox,Sunrise,True,3.30,drama,0.3432990620490621,0.5995436507936509,19.2,3.9,4,7
23,1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Metro-Goldwyn-Mayer,The Crowd,False,4.08,drama,-0.08187962962962964,0.3097407407407408,5.1,1.2000000000000002,2,64
24,1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Paramount Famous Lasky,Chang,False,,,0.079,0.14605555555555558,13.1,1.7,1,4
25,1927,1928,1,WRITING (Adaptation),Alfred Cohn,The Jazz Singer,False,2.70,music,0.390745670995671,0.48338834776334777,3.9000000000000004,0.9,2,1
26,1927,1928,1,WRITING (Adaptation),Anthony Coldeway,Glorious Betsy,False,3.08,drama,-0.0037499999999999964,0.09333333333333335,0.0,0.0,1,1
27,1927,1928,1,WRITING (Adaptation),Benjamin Glazer,7th Heaven,True,3.68,romance,0.3122619047619048,0.2974523809523809,7.9,0.7,5,1
28,1927,1928,1,WRITING (Original Story),Lajos Biro,The Last Command,False,3.97,history,0.31527777777777777,0.3389444444444444,4.500000000000001,0.8,2,1
29,1927,1928,1,WRITING (Original Story),Ben Hecht,Underworld,True,3.76,crime,0.2538618326118326,0.4626587301587302,8.0,0.8,1,4
30,1927,1928,1,WRITING (Title Writing),Gerald Duffy,The Private Life of Helen of Troy,False,,comedy,0.0530952380952381,0.096875,0.2,0.0,1,1
31,1927,1928,1,WRITING (Title Writing),Joseph Farnham,,True,,,,,,,310,1
32,1927,1928,1,WRITING (Title Writing),"George Marion, Jr.",,False,,,,,,,310,1
33,1927,1928,1,SPECIAL AWARD, Warner Bros.,,True,,,,,,,310,1
34,1927,1928,1,SPECIAL AWARD, Charles Chaplin,,True,,,,,,,310,1
35,1928,1929,2,ACTOR,George Bancroft,Thunderbolt,False,3.41,drama,0.20782431457431458,0.4790717893217893,49.1,6.5,1,1
36,1928,1929,2,ACTOR,Warner Baxter,In Old Arizona,True,2.47,western,0.313904761904762,0.23676190476190473,4.6000000000000005,1.0,5,1
37,1928,1929,2,ACTOR,Chester Morris,Alibi,False,,thriller,0.2521896043771044,0.3451010101010101,1.6,0.6,3,1
38,1928,1929,2,ACTOR,Paul Muni,The Valiant,False,2.78,drama,0.24366666666666667,0.3886666666666667,22.0,5.9,1,6
39,1928,1929,2,ACTOR,Lewis Stone,The Patriot,False,3.18,drama,0.22726190476190475,0.23988095238095236,11.1,0.6,8,1
40,1928,1929,2,ACTRESS,Ruth Chatterton,Madame X,False,3.25,drama,0.42938095238095236,0.4733809523809524,10.899999999999999,1.3000000000000003,2,2
41,1928,1929,2,ACTRESS,Betty Compson,The Barker,False,,drama,0.47359343434343426,0.5483623737373737,6.699999999999998,0.9999999999999999,1,1
42,1928,1929,2,ACTRESS,Jeanne Eagels,The Letter,False,3.65,mystery,0.05545875420875421,0.36665740740740743,8.299999999999999,2.1,8,1
43,1928,1929,2,ACTRESS,Corinne Griffith,The Divine Lady,False,2.87,romance,0.4868333333333333,0.44325000000000003,4.0,0.4,3,1
44,1928,1929,2,ACTRESS,Bessie Love,The Broadway Melody,False,2.23,music,0.5172741702741703,0.3871334776334777,11.899999999999999,1.5,3,1
45,1928,1929,2,ACTRESS,Mary Pickford,Coquette,True,2.15,drama,0.24814285714285716,0.42273015873015873,4.799999999999999,1.5000000000000002,1,1
46,1928,1929,2,ART DIRECTION,Hans Dreier,The Patriot,False,3.18,drama,0.22726190476190475,0.23988095238095236,11.1,0.6,8,2
47,1928,1929,2,ART DIRECTION,Cedric Gibbons,The Bridge of San Luis Rey,True,2.40,drama,0.377625,0.304625,5.4,0.7,2,3
48,1928,1929,2,ART DIRECTION,Mitchell Leisen,Dynamite,False,3.31,drama,0.2750518127705628,0.4253968253968254,6.7,1.8,1,1
49,1928,1929,2,ART DIRECTION,William Cameron Menzies,Alibi,False,,thriller,0.2521896043771044,0.3451010101010101,1.6,0.6,3,2
50,1928,1929,2,ART DIRECTION,Harry Oliver,Street Angel,False,3.62,romance,0.3590952380952381,0.37956349206349205,5.0,1.2000000000000002,1,2
51,1928,1929,2,CINEMATOGRAPHY,George Barnes,Our Dancing Daughters,False,3.41,drama,0.40408333333333335,0.37433333333333335,7.1000000000000005,2.4000000000000004,2,6
52,1928,1929,2,CINEMATOGRAPHY,Clyde De Vinna,White Shadows in the South Seas,True,3.32,drama,0.11916666666666666,0.11529629629629631,1.0,0.4,1,1
53,1928,1929,2,CINEMATOGRAPHY,Arthur Edeson,In Old Arizona,False,2.47,western,0.313904761904762,0.23676190476190473,4.6000000000000005,1.0,5,2
54,1928,1929,2,CINEMATOGRAPHY,Ernest Palmer,Four Devils,False,,drama,-0.08416666666666667,0.18866666666666668,0.4,0.0,1,2
55,1928,1929,2,CINEMATOGRAPHY,John Seitz,The Divine Lady,False,2.87,romance,0.4868333333333333,0.44325000000000003,4.0,0.4,3,4
56,1928,1929,2,DIRECTING,Lionel Barrymore,Madame X,False,3.25,drama,0.42938095238095236,0.4733809523809524,10.899999999999999,1.3000000000000003,2,2
57,1928,1929,2,DIRECTING,Harry Beaumont,The Broadway Melody,False,2.23,music,0.5172741702741703,0.3871334776334777,11.899999999999999,1.5,3,1
58,1928,1929,2,DIRECTING,Irving Cummings,In Old Arizona,False,2.47,western,0.313904761904762,0.23676190476190473,4.6000000000000005,1.0,5,1
59,1928,1929,2,DIRECTING,Frank Lloyd,The Divine Lady,True,2.87,romance,0.4868333333333333,0.44325000000000003,4.0,0.4,3,4
60,1928,1929,2,DIRECTING,Frank Lloyd,Drag,False,,drama,0.09661183261183261,0.24387334656084653,1.2,0.7999999999999999,1,4
61,1928,1929,2,DIRECTING,Ernst Lubitsch,The Patriot,False,3.18,drama,0.22726190476190475,0.23988095238095236,11.1,0.6,8,3
62,1928,1929,2,OUTSTANDING PICTURE,Feature Productions,Alibi,False,,thriller,0.2521896043771044,0.3451010101010101,1.6,0.6,3,1
63,1928,1929,2,OUTSTANDING PICTURE,Fox,In Old Arizona,False,2.47,western,0.313904761904762,0.23676190476190473,4.6000000000000005,1.0,5,7
64,1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,The Broadway Melody,True,2.23,music,0.5172741702741703,0.3871334776334777,11.899999999999999,1.5,3,64
65,1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,Hollywood Revue,False,,,0.4258333333333334,0.395,15.399999999999999,1.4,1,64
66,1928,1929,2,OUTSTANDING PICTURE,Paramount Famous Lasky,The Patriot,False,3.18,drama,0.22726190476190475,0.23988095238095236,11.1,0.6,8,4
67,1928,1929,2,WRITING,Tom Barry,In Old Arizona,False,2.47,western,0.313904761904762,0.23676190476190473,4.6000000000000005,1.0,5,1
68,1928,1929,2,WRITING,Elliott Clawson,The Cop,False,,drama,0.021706349206349212,0.4327777777777778,2.5,0.1,1,1
69,1928,1929,2,WRITING,Hans Kraly,The Last of Mrs. Cheyney,False,3.18,comedy,0.06333333333333334,0.07072222222222223,1.3,0.30000000000000004,1,3
70,1928,1929,2,WRITING,Hans Kraly,The Patriot,True,3.18,drama,0.22726190476190475,0.23988095238095236,11.1,0.6,8,3
71,1928,1929,2,WRITING,Josephine Lovett,Our Dancing Daughters,False,3.41,drama,0.40408333333333335,0.37433333333333335,7.1000000000000005,2.4000000000000004,2,1
72,1928,1929,2,WRITING,Bess Meredyth,A Woman of Affairs,False,3.51,drama,0.0625,0.027500000000000004,1.0,0.4,1,1
73,1929,1930,3,ACTOR,George Arliss,Disraeli,True,2.48,history,0.24258333333333332,0.35305555555555546,1.4000000000000004,0.30000000000000004,3,2
74,1929,1930,3,ACTOR,George Arliss,The Green Goddess,False,2.61,adventure,0.15109126984126986,0.4504444444444444,2.4,0.5,1,2
75,1929,1930,3,ACTOR,Wallace Beery,The Big House,False,3.35,crime,0.10652777777777778,0.4414903846153846,10.5,1.5000000000000002,4,2
76,1929,1930,3,ACTOR,Maurice Chevalier,The Big Pond,False,2.91,comedy,0.19875000000000004,0.3429166666666667,1.9000000000000004,0.0,1,1
77,1929,1930,3,ACTOR,Ronald Colman,Bulldog Drummond,False,3.04,thriller,0.16571800595238095,0.3115674603174603,3.9000000000000004,1.0,2,3
78,1929,1930,3,ACTOR,Lawrence Tibbett,The Rogue Song,False,3.08,music,0.2970833333333333,0.405,0.7000000000000001,0.30000000000000004,1,1
79,1929,1930,3,ACTRESS,Nancy Carroll,The Devil's Holiday,False,2.96,romance,0.4338731060606061,0.31169507575757577,1.4000000000000001,0.5,1,1
80,1929,1930,3,ACTRESS,Ruth Chatterton,Sarah and Son,False,2.56,drama,0.22816666666666668,0.3976388888888889,13.599999999999998,2.4000000000000004,1,2
81,1929,1930,3,ACTRESS,Greta Garbo,Anna Christie,False,3.01,drama,0.35118055555555555,0.4305787037037037,32.10000000000001,4.6,3,3
82,1929,1930,3,ACTRESS,Norma Shearer,The Divorcee,True,,romance,0.4426329365079365,0.30621230158730156,4.8,0.6,4,6
83,1929,1930,3,ACTRESS,Norma Shearer,Their Own Desire,False,2.75,romance,0.3444126984126984,0.5508373015873017,9.2,0.8999999999999999,1,6
84,1929,1930,3,ACTRESS,Gloria Swanson,The Trespasser,False,3.20,drama,0.3963778409090909,0.3162594696969697,2.2,0.6000000000000001,1,3
85,1929,1930,3,ART DIRECTION,(William Cameron Menzies),Bulldog Drummond,False,3.04,thriller,0.16571800595238095,0.3115674603174603,3.9000000000000004,1.0,2,1
86,1929,1930,3,ART DIRECTION,Herman Rosse,King of Jazz,True,3.31,animation,0.3699404761904762,0.4402380952380953,5.0,0.8,1,1
87,1929,1930,3,ART DIRECTION,(Hans Dreier),The Love Parade,False,3.36,comedy,0.20649314574314573,0.44436075036075035,19.299999999999997,2.1,5,2
88,1929,1930,3,ART DIRECTION,(Jack Okey),Sally,False,2.87,music,0.23,0.35708333333333336,1.0,0.0,1,1
89,1929,1930,3,ART DIRECTION,(Hans Dreier),The Vagabond King,False,2.92,music,0.08374999999999999,0.12000000000000001,0.7,0.30000000000000004,1,2
90,1929,1930,3,CINEMATOGRAPHY,(Arthur Edeson),All Quiet on the Western Front,False,4.04,drama,0.16091991341991344,0.2968261183261183,18.6,4.0,13,1
91,1929,1930,3,CINEMATOGRAPHY,(William Daniels),Anna Christie,False,3.01,drama,0.35118055555555555,0.4305787037037037,32.10000000000001,4.6,3,1
92,1929,1930,3,CINEMATOGRAPHY,"(Gaetano Gaudio), (Harry Perry)",Hell's Angels,False,3.38,war,0.08008333333333333,0.35824999999999996,6.1,0.5,1,1
93,1929,1930,3,CINEMATOGRAPHY,(Victor Milner),The Love Parade,False,3.36,comedy,0.20649314574314573,0.44436075036075035,19.299999999999997,2.1,5,1
94,1929,1930,3,CINEMATOGRAPHY,"Joseph T. Rucker, Willard Van Der Veer",With Byrd at the South Pole,True,3.22,documentary,0.1681666666666667,0.183,1.2000000000000002,0.1,1,1
95,1929,1930,3,DIRECTING,Clarence Brown,Anna Christie,False,3.01,drama,0.35118055555555555,0.4305787037037037,32.10000000000001,4.6,3,5
96,1929,1930,3,DIRECTING,Robert Leonard,The Divorcee,False,,romance,0.4426329365079365,0.30621230158730156,4.8,0.6,4,1
97,1929,1930,3,DIRECTING,Ernst Lubitsch,The Love Parade,False,3.36,comedy,0.20649314574314573,0.44436075036075035,19.299999999999997,2.1,5,3
98,1929,1930,3,DIRECTING,Lewis Milestone,All Quiet on the Western Front,True,4.04,drama,0.16091991341991344,0.2968261183261183,18.6,4.0,13,3
99,1929,1930,3,DIRECTING,King Vidor,Hallelujah,False,3.22,music,0.2030959595959596,0.5254074074074074,7.8,0.2,1,5
100,1929,1930,3,OUTSTANDING PRODUCTION,Universal,All Quiet on the Western Front,True,4.04,drama,0.16091991341991344,0.2968261183261183,18.6,4.0,13,5
101,1929,1930,3,OUTSTANDING PRODUCTION,Cosmopolitan,The Big House,False,3.35,crime,0.10652777777777778,0.4414903846153846,10.5,1.5000000000000002,4,3
102,1929,1930,3,OUTSTANDING PRODUCTION,Warner Bros.,Disraeli,False,2.48,history,0.24258333333333332,0.35305555555555546,1.4000000000000004,0.30000000000000004,3,43
103,1929,1930,3,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Divorcee,False,,romance,0.4426329365079365,0.30621230158730156,4.8,0.6,4,64
104,1929,1930,3,OUTSTANDING PRODUCTION,Paramount Famous Lasky,The Love Parade,False,3.36,comedy,0.20649314574314573,0.44436075036075035,19.299999999999997,2.1,5,4
105,1929,1930,3,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Big House,True,3.35,crime,0.10652777777777778,0.4414903846153846,10.5,1.5000000000000002,4,15
106,1929,1930,3,SOUND RECORDING,"(RKO Radio Studio Sound Department, John Tribby, Sound Director)",The Case of Sergeant Grischa,False,,drama,0.12222222222222222,0.07499999999999998,0.2,0.0,1,1
107,1929,1930,3,SOUND RECORDING,"(Paramount Famous Lasky Studio Sound Department, Franklin Hansen, Sound Director)",The Love Parade,False,3.36,comedy,0.20649314574314573,0.44436075036075035,19.299999999999997,2.1,5,1
108,1929,1930,3,SOUND RECORDING,"(United Artists Studio Sound Department, Oscar Lagerstrom, Sound Director)",Raffles,False,3.04,adventure,0.34658333333333335,0.4129722222222222,15.899999999999997,0.2,1,1
109,1929,1930,3,SOUND RECORDING,"(First National Studio Sound Department, George Groves, Sound Director)",Song of the Flame,False,,music,0.0,0.0,0.0,0.0,1,1
110,1929,1930,3,WRITING,"(George Abbott), (Maxwell Anderson), (Del Andrews)",All Quiet on the Western Front,False,4.04,drama,0.16091991341991344,0.2968261183261183,18.6,4.0,13,1
111,1929,1930,3,WRITING,Frances Marion,The Big House,True,3.35,crime,0.10652777777777778,0.4414903846153846,10.5,1.5000000000000002,4,3
112,1929,1930,3,WRITING,(Julian Josephson),Disraeli,False,2.48,history,0.24258333333333332,0.35305555555555546,1.4000000000000004,0.30000000000000004,3,1
113,1929,1930,3,WRITING,(John Meehan),The Divorcee,False,,romance,0.4426329365079365,0.30621230158730156,4.8,0.6,4,1
114,1929,1930,3,WRITING,(Howard Estabrook),Street of Chance,False,3.09,mystery,0.05104166666666667,0.19979166666666667,1.3,0.4,1,1
115,1930,1931,4,ACTOR,Lionel Barrymore,A Free Soul,True,3.17,drama,0.6112083333333334,0.6781111111111111,23.8,3.7,3,2
116,1930,1931,4,ACTOR,Jackie Cooper,Skippy,False,,family,0.12092857142857143,0.3748730158730158,7.000000000000001,0.1,4,1
117,1930,1931,4,ACTOR,Richard Dix,Cimarron,False,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,1
118,1930,1931,4,ACTOR,Fredric March,The Royal Family of Broadway,False,2.98,comedy,0.44500000000000006,0.39,5.7,1.5,1,5
119,1930,1931,4,ACTOR,Adolphe Menjou,The Front Page,False,3.20,drama,-0.0055714285714285605,0.37770238095238096,7.699999999999999,1.8,3,1
120,1930,1931,4,ACTRESS,Marlene Dietrich,Morocco,False,3.55,romance,0.04622222222222223,0.30394444444444446,4.3,0.2,4,1
121,1930,1931,4,ACTRESS,Marie Dressler,Min and Bill,True,3.17,comedy,0.6878055555555556,0.4018888888888889,8.3,1.5000000000000002,1,2
122,1930,1931,4,ACTRESS,Irene Dunne,Cimarron,False,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,5
123,1930,1931,4,ACTRESS,Ann Harding,Holiday,False,2.97,romance,0.3019567099567099,0.5247445887445887,8.0,2.1,3,1
124,1930,1931,4,ACTRESS,Norma Shearer,A Free Soul,False,3.17,drama,0.6112083333333334,0.6781111111111111,23.8,3.7,3,6
125,1930,1931,4,ART DIRECTION,Max Rée,Cimarron,True,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,1
126,1930,1931,4,ART DIRECTION,"Stephen Goosson, Ralph Hammeras",Just Imagine,False,2.73,music,0.2322685185185185,0.30629629629629634,9.3,0.8999999999999999,1,1
127,1930,1931,4,ART DIRECTION,Hans Dreier,Morocco,False,3.55,romance,0.04622222222222223,0.30394444444444446,4.3,0.2,4,2
128,1930,1931,4,ART DIRECTION,Anton Grot,Svengali,False,3.28,fantasy,0.07174053030303033,0.43328787878787883,1.2,0.0,2,5
129,1930,1931,4,ART DIRECTION,Richard Day,Whoopee!,False,2.93,music,0.20716666666666667,0.5107083333333333,1.7000000000000002,0.1,1,8
130,1930,1931,4,CINEMATOGRAPHY,Edward Cronjager,Cimarron,False,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,6
131,1930,1931,4,CINEMATOGRAPHY,Lee Garmes,Morocco,False,3.55,romance,0.04622222222222223,0.30394444444444446,4.3,0.2,4,3
132,1930,1931,4,CINEMATOGRAPHY,Charles Lang,The Right to Love,False,,drama,0.2975752422180994,0.6322018655947226,51.300000000000004,6.1,1,5
133,1930,1931,4,CINEMATOGRAPHY,"Barney ""Chick"" McGill",Svengali,False,3.28,fantasy,0.07174053030303033,0.43328787878787883,1.2,0.0,2,1
134,1930,1931,4,CINEMATOGRAPHY,Floyd Crosby,Tabu,True,3.88,romance,0.1391111111111111,0.2714444444444445,1.7000000000000002,0.1,1,1
135,1930,1931,4,DIRECTING,Wesley Ruggles,Cimarron,False,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,1
136,1930,1931,4,DIRECTING,Clarence Brown,A Free Soul,False,3.17,drama,0.6112083333333334,0.6781111111111111,23.8,3.7,3,5
137,1930,1931,4,DIRECTING,Lewis Milestone,The Front Page,False,3.20,drama,-0.0055714285714285605,0.37770238095238096,7.699999999999999,1.8,3,3
138,1930,1931,4,DIRECTING,Josef Von Sternberg,Morocco,False,3.55,romance,0.04622222222222223,0.30394444444444446,4.3,0.2,4,2
139,1930,1931,4,DIRECTING,Norman Taurog,Skippy,True,,family,0.12092857142857143,0.3748730158730158,7.000000000000001,0.1,4,2
140,1930,1931,4,OUTSTANDING PRODUCTION,RKO Radio,Cimarron,True,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,22
141,1930,1931,4,OUTSTANDING PRODUCTION,Fox,East Lynne,False,2.69,drama,0.43827380952380957,0.32759523809523805,0.4,0.30000000000000004,1,7
142,1930,1931,4,OUTSTANDING PRODUCTION,The Caddo Company,The Front Page,False,3.20,drama,-0.0055714285714285605,0.37770238095238096,7.699999999999999,1.8,3,2
143,1930,1931,4,OUTSTANDING PRODUCTION,Paramount Publix,Skippy,False,,family,0.12092857142857143,0.3748730158730158,7.000000000000001,0.1,4,5
144,1930,1931,4,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Trader Horn,False,2.30,action,0.33193804112554115,0.35572068903318904,2.2,0.5,1,64
145,1930,1931,4,SOUND RECORDING,Samuel Goldwyn - United Artists Studio Sound Department,,False,,,,,,,310,1
146,1930,1931,4,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,,False,,,,,,,310,3
147,1930,1931,4,SOUND RECORDING,Paramount Publix Studio Sound Department,,True,,,,,,,310,2
148,1930,1931,4,SOUND RECORDING,RKO Radio Studio Sound Department,,False,,,,,,,310,2
149,1930,1931,4,WRITING (Adaptation),Howard Estabrook,Cimarron,True,2.22,drama,0.4212175925925926,0.3162222222222222,3.1000000000000005,0.6,9,1
150,1930,1931,4,WRITING (Adaptation),"Seton I. Miller, Fred Niblo, Jr.",The Criminal Code,False,3.49,drama,-0.17116161616161618,0.3305,2.8000000000000003,0.0,1,1
151,1930,1931,4,WRITING (Adaptation),Horace Jackson,Holiday,False,2.97,romance,0.3019567099567099,0.5247445887445887,8.0,2.1,3,1
152,1930,1931,4,WRITING (Adaptation),"Francis Faragoh, Robert N. Lee",Little Caesar,False,3.45,drama,0.1176742424242424,0.40993939393939394,5.499999999999999,0.8999999999999999,1,1
153,1930,1931,4,WRITING (Adaptation),"Joseph L. Mankiewicz, Sam Mintz",Skippy,False,,family,0.12092857142857143,0.3748730158730158,7.000000000000001,0.1,4,1
154,1930,1931,4,WRITING (Original Story),John Monk Saunders,The Dawn Patrol,True,3.60,drama,0.1840277777777778,0.5670833333333333,1.2000000000000002,0.4,1,1
155,1930,1931,4,WRITING (Original Story),Rowland Brown,The Doorway to Hell,False,3.18,crime,0.12176339285714285,0.14773809523809525,2.9,0.30000000000000004,1,2
156,1930,1931,4,WRITING (Original Story),"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",Laughter,False,3.08,romance,0.3243492063492064,0.5054960317460317,7.3,0.4,1,1
157,1930,1931,4,WRITING (Original Story),"John Bright, Kubec Glasmon",The Public Enemy,False,3.67,drama,0.18345964105339108,0.36107611832611836,4.499999999999999,1.0,1,1
158,1930,1931,4,WRITING (Original Story),"Lucien Hubbard, Joseph Jackson",Smart Money,False,3.19,drama,0.24230952380952378,0.5305952380952381,0.2,0.0,1,1
159,1931,1932,5,ACTOR,Wallace Beery,The Champ,True,,animation,0.4033988095238095,0.3710218253968255,2.2,0.4,5,2
160,1931,1932,5,ACTOR,Alfred Lunt,The Guardsman,False,3.10,drama,0.4825,0.41277777777777774,3.5000000000000004,0.7999999999999999,2,1
161,1931,1932,5,ACTOR,Fredric March,Dr. Jekyll and Mr. Hyde,True,3.72,horror,0.34813636363636363,0.37323232323232325,4.3,1.0,6,5
162,1931,1932,5,ACTRESS,Marie Dressler,Emma,False,3.19,drama,0.15484126984126984,0.32873015873015876,1.2000000000000002,0.1,5,2
163,1931,1932,5,ACTRESS,Lynn Fontanne,The Guardsman,False,3.10,drama,0.4825,0.41277777777777774,3.5000000000000004,0.7999999999999999,2,1
164,1931,1932,5,ACTRESS,Helen Hayes,The Sin of Madelon Claudet,True,2.98,drama,0.6847500000000001,0.34450000000000003,13.399999999999999,3.3000000000000003,1,2
165,1931,1932,5,ART DIRECTION,Lazare Meerson,À Nous la Liberté,False,3.66,music,0.11666666666666667,0.04666666666666666,0.9,0.4,1,1
166,1931,1932,5,ART DIRECTION,Richard Day,Arrowsmith,False,3.01,drama,0.35309474206349206,0.45453174603174606,5.699999999999999,1.8000000000000003,4,8
167,1931,1932,5,ART DIRECTION,Gordon Wiles,Transatlantic,True,3.23,thriller,0.27878156565656564,0.5029987373737375,23.200000000000003,1.4,1,1
168,1931,1932,5,CINEMATOGRAPHY,Ray June,Arrowsmith,False,3.01,drama,0.35309474206349206,0.45453174603174606,5.699999999999999,1.8000000000000003,4,3
169,1931,1932,5,CINEMATOGRAPHY,Karl Struss,Dr. Jekyll and Mr. Hyde,False,3.72,horror,0.34813636363636363,0.37323232323232325,4.3,1.0,6,3
170,1931,1932,5,CINEMATOGRAPHY,Lee Garmes,Shanghai Express,True,3.68,drama,0.49804166666666666,0.42200000000000004,40.5,6.699999999999999,3,3
171,1931,1932,5,DIRECTING,Frank Borzage,Bad Girl,True,3.29,romance,0.023825396825396864,0.5428273809523809,25.8,2.4,3,2
172,1931,1932,5,DIRECTING,King Vidor,The Champ,False,,animation,0.4033988095238095,0.3710218253968255,2.2,0.4,5,5
173,1931,1932,5,DIRECTING,Josef Von Sternberg,Shanghai Express,False,3.68,drama,0.49804166666666666,0.42200000000000004,40.5,6.699999999999999,3,2
174,1931,1932,5,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Arrowsmith,False,3.01,drama,0.35309474206349206,0.45453174603174606,5.699999999999999,1.8000000000000003,4,8
175,1931,1932,5,OUTSTANDING PRODUCTION,Fox,Bad Girl,False,3.29,romance,0.023825396825396864,0.5428273809523809,25.8,2.4,3,7
176,1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Champ,False,,animation,0.4033988095238095,0.3710218253968255,2.2,0.4,5,64
177,1931,1932,5,OUTSTANDING PRODUCTION,First National,Five Star Final,False,3.52,crime,0.2924587729978355,0.746644751082251,2.4,0.30000000000000004,1,2
178,1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Grand Hotel,True,3.50,romance,0.5065811172954029,0.8044294990723562,61.8,10.600000000000001,1,64
179,1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,One Hour with You,False,3.48,romance,0.10205555555555557,0.5260555555555556,4.1000000000000005,1.1,1,5
